Emigration rate of tertiary educated (% of total tertiary educated population)	Net migration	Refugee population by country or territory of asylum	Refugee population by country or territory of origin	International migrant stock, total	International migrant stock (% of population)	Prevalence of undernourishment (% of population)	Depth of hunger (kilocalories per person per day)	Consumption of iodized salt (% of households)	Vitamin A supplementation coverage rate (% of children ages 6-59 months)	Adolescent fertility rate (births per 1,000 women ages 15-19)	Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)	Completeness of total death reporting (% of reported total deaths to estimated total deaths)	Mortality rate, adult, female (per 1,000 female adults)	Mortality rate, adult, male (per 1,000 male adul ts)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Contraceptive prevalence (% of women ages 15-49)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Wanted fertility rate (births per woman)	Female headed households (% of households with a female head)	Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Population growth (annual %)	Researchers in R&D (per million people)	Technicians in R&D (per million people)	Population, total	Population, female (% of total)	Completeness of birth registration, rural (%)	Completeness of birth registration, urban (%)	Completeness of birth registration (%)	Rural population	Rural population growth (annual %)	Rural population (% of total population)	Urban population growth (annual %)	Urban population	Urban population (% of total)	Unmet need for contraception (% of married women ages 15-49)	International tourism, number of arrivals	International tourism, number of departures	International tourism, receipts (current US$)	International tourism, receipts (% of total exports)	International tourism, receipts for passenger transport items (current US$)	International tourism, expenditures for passenger transport items (current US$)	International tourism, receipts for travel items (current US$)	International tourism, expenditures for travel items (current US$)	International tourism, expenditures (current US$)	International tourism, expenditures (% of total imports)	Merchandise trade (% of GDP)	Import volume index (2000 = 100)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.304	NaN	NaN	87.542	NaN	15.623	6.875	NaN	NaN	76.164	73.61480488	71.187	1.979	NaN	NaN	NaN	NaN	NaN	23.37807212	69.62459342	6.997334461	43.62740964	10.05009023	33.57731941	2.487199482	NaN	NaN	85161	51.15604561	NaN	NaN	NaN	44336.69014	3.280934028	52.0622	1.632251977	40824.30986	47.9378	NaN	650000	NaN	726000000	28.53309913	37000000	5000000	689000000	156000000	161000000	5.936676005	41.64915837	NaN	3
NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.49488313	NaN	NaN	64905	NaN	NaN	NaN	NaN	4443.00687	3.27409306	6.8454	-0.766320628	60461.99313	93.1546	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	5	2676674	NaN	NaN	NaN	NaN	NaN	NaN	212.448	NaN	NaN	418.026	NaN	52.421	20.249	NaN	101.6	44.501	44.42980488	44.362	8.004	NaN	NaN	NaN	NaN	NaN	47.7971369	49.98514274	2.217720363	100.0594467	4.436759088	95.62268762	2.917137115	NaN	NaN	23806081	48.18900803	NaN	NaN	NaN	19083478.26	2.566005821	80.1622	4.135458943	4722602.737	19.8378	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	9364	267696	NaN	NaN	61	390	NaN	NaN	215.059	NaN	NaN	397.398	NaN	51.222	21.296	NaN	125.7	44.631	43.06163415	41.567	6.963	NaN	NaN	NaN	NaN	NaN	47.64146448	49.86109156	2.497443958	100.5571817	5.008803217	95.5483785	2.68990281	NaN	NaN	12792237	50.74919254	NaN	NaN	NaN	6909394.217	0.855769912	54.0124	4.887948113	5882842.783	45.9876	NaN	45000	NaN	24000000	0.466445105	15000000	27200000	9000000	98000000	125200000	2.406572326	99.06959282	84.5954489	2
NaN	NaN	30	5379	NaN	NaN	5	160	NaN	NaN	11.819	NaN	NaN	67.676	NaN	19.651	6.265	NaN	27.4	75.696	72.69607317	69.839	2.478	NaN	NaN	NaN	NaN	NaN	31.71544136	61.55970561	6.724853036	62.44392174	10.924115	51.51980674	-0.667099044	NaN	NaN	3091902	49.88062372	NaN	NaN	NaN	1853811.682	-1.606680989	59.957	0.756466244	1238090.318	40.043	NaN	119000	NaN	33600000	15.10927242	6600000	8000000	27000000	5000000	13000000	1.607294645	35.751367	NaN	1
NaN	NaN	519	4	NaN	NaN	5	130	NaN	NaN	27.584	NaN	NaN	99.205	NaN	18.587	2.13	NaN	12.7	75.083	73.92082927	72.814	3.055	NaN	NaN	NaN	NaN	NaN	26.61295016	72.37438027	1.01266957	38.17044047	1.399210005	36.77123046	5.413748691	NaN	NaN	2611610	33.11173329	NaN	NaN	NaN	546197.3386	3.59714507	20.9142	5.899717546	2065412.661	79.0858	NaN	2476000	NaN	814000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.53362054	NaN	3
NaN	NaN	10522	159	NaN	NaN	5	120	NaN	NaN	69.8	NaN	NaN	87.78	NaN	19.824	7.86	NaN	19.6	76.81	73.06739024	69.503	2.657	NaN	NaN	NaN	NaN	NaN	28.61286383	61.74856178	9.63857439	61.94709174	15.60939091	46.33770083	1.205095418	694.4994907	159.6531243	35714929	50.99034916	NaN	NaN	NaN	3842069.202	-1.492987492	10.7576	1.535303933	31872859.8	89.2424	NaN	2764000	4517000	3153400000	10.16256381	375400000	1011000000	2778000000	3962000000	4973000000	13.24812523	19.40183559	110.5040726	2
NaN	NaN	219000	203690	NaN	NaN	36	230	NaN	NaN	52.955	NaN	NaN	110.328	NaN	14.199	8.635	NaN	30	72.93	69.49163415	66.217	1.838	NaN	NaN	NaN	NaN	NaN	28.29425316	62.58361676	9.122130075	59.78622709	14.57590748	45.21031961	-1.184376478	NaN	NaN	3134836	52.83673351	NaN	NaN	NaN	1081499.611	-0.374716726	34.4994	-1.608205984	2053336.389	65.5006	NaN	23000	NaN	33000000	9.992732558	13000000	4000000	20000000	41000000	45000000	4.724508651	68.61879831	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.71614089	NaN	NaN	54834	NaN	NaN	NaN	NaN	7306.959504	-3.383617028	13.3256	2.523783321	47527.0405	86.6744	NaN	26000	24000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	1	NaN	NaN	29	240	NaN	NaN	NaN	NaN	NaN	75	NaN	21.9	4.9	NaN	15.2	77.6	74.73170732	72	1.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.622513222	NaN	NaN	72322	NaN	NaN	NaN	NaN	48291.27977	3.173354691	66.7726	1.524653596	24030.72023	33.2274	NaN	240000	NaN	278000000	62.71305394	NaN	NaN	278000000	27000000	27000000	5.645123821	70.36280289	NaN	2
