Emigration rate of tertiary educated (% of total tertiary educated population)	Net migration	Refugee population by country or territory of asylum	Refugee population by country or territory of origin	International migrant stock, total	International migrant stock (% of population)	Prevalence of undernourishment (% of population)	Depth of hunger (kilocalories per person per day)	Consumption of iodized salt (% of households)	Vitamin A supplementation coverage rate (% of children ages 6-59 months)	Adolescent fertility rate (births per 1,000 women ages 15-19)	Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)	Completeness of total death reporting (% of reported total deaths to estimated total deaths)	Mortality rate, adult, female (per 1,000 female adults)	Mortality rate, adult, male (per 1,000 male adul ts)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Contraceptive prevalence (% of women ages 15-49)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Wanted fertility rate (births per woman)	Female headed households (% of households with a female head)	Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Population growth (annual %)	Researchers in R&D (per million people)	Technicians in R&D (per million people)	Population, total	Population, female (% of total)	Completeness of birth registration, rural (%)	Completeness of birth registration, urban (%)	Completeness of birth registration (%)	Rural population	Rural population growth (annual %)	Rural population (% of total population)	Urban population growth (annual %)	Urban population	Urban population (% of total)	Unmet need for contraception (% of married women ages 15-49)	International tourism, number of arrivals	International tourism, number of departures	International tourism, receipts (current US$)	International tourism, receipts (% of total exports)	International tourism, receipts for passenger transport items (current US$)	International tourism, expenditures for passenger transport items (current US$)	International tourism, receipts for travel items (current US$)	International tourism, expenditures for travel items (current US$)	International tourism, expenditures (current US$)	International tourism, expenditures (% of total imports)	Merchandise trade (% of GDP)	Import volume index (2000 = 100)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.424	6.44	NaN	NaN	75.01	72.46234146	70.036	2.377	NaN	NaN	NaN	NaN	NaN	25.83824476	67.17844584	6.983309395	48.85726924	10.39516367	38.46210557	0.780651853	NaN	NaN	60570	51.25881168	NaN	NaN	NaN	30008.43738	0.811740542	49.5434	0.75013523	30561.56262	50.4566	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.959607696	NaN	NaN	39226	NaN	NaN	NaN	NaN	2870.16642	-3.161288512	7.317	5.629715807	36355.83358	92.683	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.632	24.437	NaN	169.7	39.34	39.52695122	39.705	7.763	NaN	NaN	NaN	NaN	NaN	45.61012613	52.09068991	2.299183958	91.97288456	4.413809766	87.55907479	2.317673635	NaN	NaN	15657868	48.10704907	NaN	NaN	NaN	13164603.05	1.996214198	84.0766	3.863487379	2493264.953	15.9234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.41811806	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.678	24.266	NaN	167.4	41.793	40.29021951	38.859	7.201	NaN	NaN	NaN	NaN	NaN	46.56324411	50.74453692	2.692218976	97.06554848	5.305436092	91.76011238	3.409822223	NaN	NaN	7903368	50.79818493	NaN	NaN	NaN	5887534.958	1.801222728	74.494	8.26178984	2015833.042	25.506	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.107	6.125	NaN	NaN	72.48	70.00046341	67.639	3.985	NaN	NaN	NaN	NaN	NaN	35.41857185	59.30757409	5.273854067	68.61252806	8.892378668	59.72014939	1.991382496	NaN	NaN	2725029	48.32218238	NaN	NaN	NaN	1797805.182	1.591720209	65.9738	2.770873138	927223.8176	34.0262	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.95	3.904	NaN	32.6	70.838	69.09960976	67.444	5.344	NaN	NaN	NaN	NaN	NaN	28.99702149	69.69794636	1.305032152	43.47625034	1.872411197	41.60383915	7.205324397	NaN	NaN	1092153	31.31710917	NaN	NaN	NaN	212655.2949	8.140286782	19.4712	6.980564505	879497.7051	80.5288	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.91744815	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.134	8.59	NaN	35.7	73.258	69.74178049	66.393	3.27	NaN	NaN	NaN	NaN	NaN	30.64777059	61.21732068	8.134908728	63.35246119	13.28857362	50.06388757	1.518819982	NaN	NaN	28561561	50.73919627	NaN	NaN	NaN	4764868.099	-1.027196023	16.6828	2.036497586	23796692.9	83.3172	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.60669219	40.99514353	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.366	5.515	NaN	56.5	73.799	70.65873171	67.668	2.373	NaN	NaN	NaN	NaN	NaN	30.11163465	64.0047783	5.883587046	56.23833509	9.192418444	47.04591665	1.588804529	NaN	NaN	3145885	51.22374071	NaN	NaN	NaN	1061484.517	0.974254347	33.742	1.903222661	2084400.483	66.258	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.120571596	NaN	NaN	33557	NaN	NaN	NaN	NaN	8383.746652	0.410233069	24.9836	4.039783353	25173.25335	75.0164	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.4	5.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.842233667	NaN	NaN	69639	NaN	NaN	NaN	NaN	45475.24195	-0.965585233	65.3014	-0.609677436	24163.75805	34.6986	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	121.3212399	NaN	2
