Emigration rate of tertiary educated (% of total tertiary educated population)	Net migration	Refugee population by country or territory of asylum	Refugee population by country or territory of origin	International migrant stock, total	International migrant stock (% of population)	Prevalence of undernourishment (% of population)	Depth of hunger (kilocalories per person per day)	Consumption of iodized salt (% of households)	Vitamin A supplementation coverage rate (% of children ages 6-59 months)	Adolescent fertility rate (births per 1,000 women ages 15-19)	Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)	Completeness of total death reporting (% of reported total deaths to estimated total deaths)	Mortality rate, adult, female (per 1,000 female adults)	Mortality rate, adult, male (per 1,000 male adul ts)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Contraceptive prevalence (% of women ages 15-49)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Wanted fertility rate (births per woman)	Female headed households (% of households with a female head)	Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Population growth (annual %)	Researchers in R&D (per million people)	Technicians in R&D (per million people)	Population, total	Population, female (% of total)	Completeness of birth registration, rural (%)	Completeness of birth registration, urban (%)	Completeness of birth registration (%)	Rural population	Rural population growth (annual %)	Rural population (% of total population)	Urban population growth (annual %)	Urban population	Urban population (% of total)	Unmet need for contraception (% of married women ages 15-49)	International tourism, number of arrivals	International tourism, number of departures	International tourism, receipts (current US$)	International tourism, receipts (% of total exports)	International tourism, receipts for passenger transport items (current US$)	International tourism, expenditures for passenger transport items (current US$)	International tourism, receipts for travel items (current US$)	International tourism, expenditures for travel items (current US$)	International tourism, expenditures (current US$)	International tourism, expenditures (% of total imports)	Merchandise trade (% of GDP)	Import volume index (2000 = 100)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.02	7.067	NaN	NaN	75.969	73.43312195	71.018	2.221	NaN	NaN	NaN	NaN	NaN	24.35221138	68.12338536	7.524403261	46.79246997	11.0452574	35.74721257	3.936180785	NaN	NaN	64642	50.57933574	NaN	NaN	NaN	32316.21649	4.561423608	49.9926	3.315006295	32325.78351	50.0074	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.13773337	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.126075903	NaN	NaN	54996	NaN	NaN	NaN	NaN	3023.790072	8.024142243	5.4982	3.903893286	51972.20993	94.5018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	38	6306301	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.559	21.812	NaN	124.4	42.615	42.636	42.656	7.984	NaN	NaN	NaN	NaN	NaN	46.90615881	50.84345568	2.250385505	96.68214652	4.426106516	92.25604	3.391205423	NaN	NaN	19668810	48.13599372	NaN	NaN	NaN	16050968.43	3.045218015	81.6062	4.630720856	3617841.574	18.3938	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	11022	381636	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.39	23.306	NaN	141.3	43.251	41.20887805	39.264	7.144	NaN	NaN	NaN	NaN	NaN	47.58066772	49.83787515	2.58145713	100.650609	5.179709452	95.47089954	3.034866008	NaN	NaN	10653515	50.77565927	NaN	NaN	NaN	6550548.075	0.833128728	61.4872	6.653706294	4102966.925	38.5128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.01179963	29.35293618	2
NaN	NaN	NaN	3540	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.145	6.03	NaN	34.4	74.535	71.5314878	68.671	3.058	NaN	NaN	NaN	NaN	NaN	32.67502994	61.88473169	5.44023837	61.59074665	8.790921801	52.79982485	0.067222011	NaN	NaN	3291695	48.85478419	NaN	NaN	NaN	2076249.788	-0.717006557	63.0754	1.421250599	1215445.212	36.9246	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.76956791	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.774	2.682	NaN	17.9	73.767	72.41531707	71.128	4.193	NaN	NaN	NaN	NaN	NaN	30.25081513	68.66237689	1.086807975	45.64016646	1.582828945	44.05733751	5.442852046	NaN	NaN	1909812	34.27173236	NaN	NaN	NaN	402882.4806	6.139261516	21.0954	5.257483446	1506929.519	78.9046	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.06478385	NaN	3
NaN	NaN	11529	198	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.524	8.194	NaN	23.6	75.375	71.71792683	68.235	2.956	NaN	NaN	NaN	NaN	NaN	30.42427565	60.53924658	9.03647777	65.18210193	14.92664392	50.25545801	1.372593218	NaN	NaN	33093579	50.94214346	NaN	NaN	NaN	4196927.689	-1.226977246	12.682	1.755836564	28896651.31	87.318	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.67520615	31.7924848	2
NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.371	8.063	56	38.9	70.925	67.73607317	64.699	2.482	NaN	NaN	NaN	NaN	NaN	30.34338919	63.6496633	6.006947509	57.11002197	9.437516552	47.67250542	-0.92519223	NaN	NaN	3512051	51.67452058	NaN	NaN	NaN	1153771.97	-0.091329338	32.8518	-1.330634744	2358279.03	67.1482	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.828776208	NaN	NaN	48402	NaN	NaN	NaN	NaN	8802.194112	-1.825424873	18.1856	3.893405611	39599.80589	81.8144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.883516743	NaN	NaN	62754	NaN	NaN	NaN	NaN	40706.63718	1.336233426	64.867	0.053001333	22047.36282	35.133	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.06660134	NaN	2
