Emigration rate of tertiary educated (% of total tertiary educated population)	Net migration	Refugee population by country or territory of asylum	Refugee population by country or territory of origin	International migrant stock, total	International migrant stock (% of population)	Prevalence of undernourishment (% of population)	Depth of hunger (kilocalories per person per day)	Consumption of iodized salt (% of households)	Vitamin A supplementation coverage rate (% of children ages 6-59 months)	Adolescent fertility rate (births per 1,000 women ages 15-19)	Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)	Completeness of total death reporting (% of reported total deaths to estimated total deaths)	Mortality rate, adult, female (per 1,000 female adults)	Mortality rate, adult, male (per 1,000 male adul ts)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Contraceptive prevalence (% of women ages 15-49)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Wanted fertility rate (births per woman)	Female headed households (% of households with a female head)	Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Population growth (annual %)	Researchers in R&D (per million people)	Technicians in R&D (per million people)	Population, total	Population, female (% of total)	Completeness of birth registration, rural (%)	Completeness of birth registration, urban (%)	Completeness of birth registration (%)	Rural population	Rural population growth (annual %)	Rural population (% of total population)	Urban population growth (annual %)	Urban population	Urban population (% of total)	Unmet need for contraception (% of married women ages 15-49)	International tourism, number of arrivals	International tourism, number of departures	International tourism, receipts (current US$)	International tourism, receipts (% of total exports)	International tourism, receipts for passenger transport items (current US$)	International tourism, expenditures for passenger transport items (current US$)	International tourism, receipts for travel items (current US$)	International tourism, expenditures for travel items (current US$)	International tourism, expenditures (current US$)	International tourism, expenditures (% of total imports)	Merchandise trade (% of GDP)	Import volume index (2000 = 100)	Income
NaN	14218	NaN	NaN	20715	25.78962439	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.71	6.926	NaN	NaN	76.1	73.56360976	71.148	2.064	NaN	NaN	NaN	NaN	NaN	23.41795003	69.6674676	6.914582374	43.53901964	9.925123751	33.61389589	4.534627981	NaN	NaN	80323	50.67664305	NaN	NaN	NaN	41156.70197	5.144615151	51.239	3.897625859	39166.29803	48.761	NaN	619000	NaN	554000000	27.80641	33000000	6000000	521000000	73000000	79000000	3.914897151	44.06852698	NaN	3
NaN	NaN	NaN	2	44205	68.32408538	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.485066462	NaN	NaN	64699	NaN	NaN	NaN	NaN	4101.26961	5.85727197	6.339	2.260891533	60597.73039	93.661	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	4200000	19605	2679133	70205	0.312360085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.844	20.815	NaN	108.5	43.908	43.84090244	43.777	8.058	NaN	NaN	NaN	NaN	NaN	47.50079839	50.27002185	2.229179763	98.92571421	4.434411764	94.49130245	3.391205093	NaN	NaN	22475663	48.17302076	NaN	NaN	NaN	18128645.02	3.041820022	80.659	4.566870417	4347017.981	19.341	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	142763	10884	246657	37502	0.309803178	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.638	22.289	NaN	131	43.797	42.05092683	40.388	7.03	NaN	NaN	NaN	NaN	NaN	47.64493988	49.83221542	2.522844701	100.6733981	5.062678188	95.61071986	3.037335236	NaN	NaN	12105105	50.77851039	NaN	NaN	NaN	6780311.413	0.622955326	56.012	6.198536585	5324793.587	43.988	NaN	9000	3000	27000000	0.703902592	17000000	37819000	10000000	75000000	112819000	3.205934071	101.3982486	61.90564285	2
NaN	-423285	4720	5803	71154	2.265255952	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.435	6.33	NaN	30.3	74.84	71.87029268	69.042	2.604	NaN	NaN	NaN	NaN	NaN	32.46933719	61.28868149	6.241981317	63.16226352	10.18455801	52.97770552	-1.213201593	NaN	NaN	3141102	49.60548877	NaN	NaN	NaN	1918867.801	-2.022827567	61.089	0.071258177	1222234.199	38.911	NaN	304000	12000	70400000	23.1807705	5400000	12000000	65000000	7000000	19000000	2.272183688	37.76037927	NaN	1
NaN	327575	407	NaN	1715980	73.06585073	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.274	2.29	27.5	14.2	74.659	73.43485366	72.269	3.394	NaN	NaN	NaN	NaN	NaN	26.93815176	72.05875653	1.003091709	38.77563924	1.392046932	37.38359231	5.045641643	NaN	NaN	2348539	33.54787806	NaN	NaN	NaN	509186.7406	5.723177348	21.681	4.858888315	1839352.259	78.319	NaN	2315000	NaN	632000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79.31053099	NaN	3
NaN	0	10314	330	1587800	4.555423071	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.5	7.951	NaN	20.8	76.335	72.62363415	69.089	2.774	NaN	NaN	NaN	NaN	NaN	29.10765867	61.43065474	9.461686591	62.78517691	15.40222326	47.38295365	1.255317203	NaN	NaN	34855160	50.97120771	NaN	NaN	NaN	3954666.454	-1.645954647	11.346	1.632774227	30900493.55	88.654	NaN	2289000	3815000	2550000000	10.20517116	328000000	735000000	2222000000	3278000000	4013000000	15.39552437	15.92400144	66.88544312	2
NaN	-500000	218950	201442	681557	21.14552958	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.986	8.706	NaN	33	72.15	68.62046341	65.259	2.053	NaN	NaN	NaN	NaN	NaN	29.48923313	62.14466304	8.366103836	60.91486398	13.46230461	47.45255937	-2.068540696	NaN	NaN	3223173	52.58603866	NaN	NaN	NaN	1094041.611	-1.261593294	33.943	-2.480666959	2129131.389	66.057	NaN	12000	NaN	14000000	4.674457429	13000000	9000000	1000000	3000000	12000000	1.652571608	64.35938389	NaN	1
NaN	NaN	NaN	NaN	23026	43.51178216	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.973271156	NaN	NaN	52919	NaN	NaN	NaN	NaN	7789.6768	-3.745891429	14.72	2.994414592	45129.3232	85.28	NaN	34000	40000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	13815	20.12616183	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.6	6.4	NaN	17	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.578036636	NaN	NaN	68642	NaN	NaN	NaN	NaN	45330.49038	3.022701025	66.039	1.718982757	23311.50962	33.961	NaN	220000	386000	247000000	61.50284966	NaN	NaN	247000000	23000000	23000000	5.24006413	80.73896374	NaN	2
NaN	371064	62145	1	3853736	21.32434706	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.26670967	NaN	14.2	6.9	66.7	5.7	80.8	77.82926829	75	1.822	NaN	NaN	NaN	NaN	NaN	21.46375268	66.477351	12.05889632	50.42717331	18.13985686	32.28731644	1.215475691	NaN	NaN	18072000	50.25503333	NaN	NaN	NaN	2510923.68	0.196883059	13.894	1.37213834	15561076.32	86.106	NaN	3726000	2519000	11915000000	17.09219385	3785000000	2095000000	8130000000	5165000000	7260000000	9.700500933	30.84370311	NaN	3
NaN	234016	34385	49	989233	12.44587821	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.80668097	NaN	11	10.1	NaN	5.6	80.05	76.71560976	73.54	1.4	NaN	NaN	NaN	NaN	NaN	17.68952259	67.16454812	15.14592929	48.88807087	22.55048194	26.33758893	0.153106261	NaN	NaN	7948278	51.76538102	NaN	NaN	NaN	2718311.076	0.132640519	34.2	0.163745124	5229966.924	65.8	NaN	17173000	NaN	14529000000	17.72328947	1094000000	799000000	13435000000	10887000000	11686000000	13.71704951	51.96766977	NaN	3
NaN	-115727	233682	200520	524518	6.825217957	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.9	6.7	NaN	68.2	68.846	64.57582927	60.509	2.29	NaN	NaN	NaN	NaN	NaN	33.99827014	61.25252711	4.749202748	63.25857025	7.753480505	55.50508974	1.151694374	NaN	NaN	7685000	51.14498793	NaN	NaN	NaN	3672968.9	1.79947577	47.794	0.562314911	4012031.1	52.206	NaN	NaN	NaN	87000000	11.08691247	17000000	19000000	70000000	146000000	165000000	12.78999373	42.68677686	NaN	2
NaN	-250000	173017	350582	295036	4.847183662	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.516	19.01	NaN	106.7	45.974	44.5885122	43.269	6.316	NaN	NaN	NaN	NaN	NaN	46.00018959	51.01225596	2.987554444	96.03132249	5.856542487	90.17478001	1.150453895	NaN	NaN	6086751	51.31933276	NaN	NaN	NaN	5647835.385	0.948048649	92.789	3.79216997	438915.6146	7.211	NaN	34000	36000	2424994	1.874935576	1024994	NaN	1400000	25000000	25000000	9.656419635	33.88548366	58.86468775	0
NaN	85179	31691	3	915535	9.031785243	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.33501259	NaN	11.4	10.5	NaN	6.4	80.1	76.66829268	73.4	1.57	NaN	NaN	NaN	NaN	NaN	17.62899195	66.43494417	15.93606388	50.52319415	23.98747237	26.53572178	0.209436838	NaN	NaN	10136811	51.10217162	NaN	NaN	NaN	326709.4185	-2.24241752	3.223	0.292135293	9810101.581	96.777	NaN	5560000	NaN	4548000000	2.385078832	NaN	NaN	4548000000	8115000000	8115000000	4.538639816	120.623983	NaN	3
NaN	105000	23843	54	146138	2.585991041	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.029	15.353	NaN	96.8	53.933	50.94126829	48.092	6.364	NaN	NaN	NaN	NaN	NaN	45.52831012	51.33437654	3.137313332	94.801236	6.111525148	88.68971085	3.199091111	NaN	NaN	5651141	51.57698242	NaN	NaN	NaN	3573894.591	2.482836255	63.242	4.443539936	2077246.409	36.758	NaN	138000	NaN	85000000	13.83765822	NaN	13000000	85000000	35000000	48000000	5.364950777	58.01586545	100.5226634	0
NaN	-1033719	51118	56956	1006448	0.856646617	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.133	8.675	NaN	78.8	62.01	62.12268293	62.23	3.723	NaN	NaN	NaN	NaN	NaN	40.25407519	55.92675006	3.819174745	78.80531211	6.828887324	71.97642479	2.088210996	NaN	NaN	117486952	48.65814972	NaN	NaN	NaN	92000507.5	1.608690311	78.307	3.838562591	25486444.5	21.693	NaN	156000	830000	25000000	0.564145343	NaN	NaN	25000000	234000000	234000000	3.083573846	26.87155083	102.3294229	0
NaN	-348503	1320	4156	46610	0.554480472	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.89404405	NaN	8.6	13.6	85.9	19.2	74.9	71.05341463	67.39	1.23	NaN	NaN	NaN	NaN	NaN	17.89245274	67.01137924	15.09616802	49.22838649	22.52776796	26.70061853	-0.4453985	NaN	NaN	8406067	51.02571325	NaN	NaN	NaN	2708266.666	-1.313800206	32.218	-0.029972462	5697800.334	67.782	NaN	3466000	3524000	662000000	9.769198985	189000000	117000000	473000000	195000000	312000000	4.798597333	84.28285334	NaN	2
NaN	5478	NaN	71	205977	36.84285839	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.497	3.203	61.8	13.8	74.196	73.14702439	72.148	3.085	NaN	NaN	NaN	NaN	NaN	30.09521186	67.50669416	2.398093974	48.13345734	3.552379514	44.58107782	2.488361799	NaN	NaN	559069	42.30121863	NaN	NaN	NaN	64919.09228	2.062127137	11.612	2.544493765	494149.9077	88.388	NaN	1396000	NaN	593000000	12.36032944	346000000	198000000	247000000	122000000	320000000	7.762580043	133.8241332	NaN	3
NaN	-1025000	NaN	769753	73321	2.200445485	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.527	9.287	NaN	11.5	74.339	68.06819512	62.096	1.524	NaN	NaN	NaN	NaN	NaN	22.13038152	69.74974926	8.119869224	43.36969102	11.64143142	31.72825961	-3.825356429	NaN	NaN	3332098	51.50475766	NaN	NaN	NaN	1965338.042	-4.423408547	58.982	-2.959066802	1366759.958	41.018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.11046045	NaN	2
NaN	0	28988	84	1184624	11.62079655	NaN	NaN	NaN	NaN	NaN	NaN	NaN	131.101558	NaN	9.8	13	50.4	13.8	74.3	68.46097561	62.9	1.386	NaN	NaN	NaN	NaN	NaN	21.70101101	65.80132372	12.49766528	51.97262661	18.99303018	32.97959643	-0.32319697	NaN	NaN	10194000	53.02848456	NaN	NaN	NaN	3269623.56	-1.528721608	32.074	0.251131157	6924376.44	67.926	NaN	161000	626000	28000000	0.531400049	5000000	14000000	23000000	87000000	101000000	1.755788888	74.19501095	NaN	2
NaN	-1961	8750	8	38451	17.76027714	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.927	4.502	NaN	27.8	75.223	73.12760976	71.132	4.108	NaN	NaN	NaN	NaN	NaN	43.75042553	52.35235644	3.897218024	91.0133694	7.44420746	83.56916194	2.573241234	NaN	NaN	216500	50.63841569	NaN	NaN	NaN	113697.14	2.566005768	52.516	2.581244413	102802.86	47.484	NaN	131000	NaN	78000000	26.23100774	NaN	12000000	78000000	21000000	33000000	10.13820213	67.57718217	NaN	1
NaN	NaN	NaN	NaN	16631	26.95461912	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.3	7.9	NaN	NaN	NaN	NaN	NaN	1.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.650408756	NaN	NaN	61700	NaN	NaN	NaN	NaN	0	NaN	0	0.650408797	61700	100	NaN	387000	NaN	488000000	NaN	NaN	NaN	488000000	NaN	NaN	NaN	29.84119238	NaN	3
NaN	-100000	681	180	69599	0.931598162	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.308	9.373	NaN	70.7	62.991	61.09587805	59.291	4.575	NaN	NaN	NaN	NaN	NaN	40.62917243	55.40331351	3.967514063	80.49461966	7.161149418	73.33347024	2.256518773	NaN	NaN	7470925	50.33022015	NaN	NaN	NaN	3033195.55	0.390781176	40.6	3.552080435	4437729.45	59.4	NaN	284000	249000	92000000	7.456638029	37000000	24000000	55000000	48000000	72000000	4.574623547	37.5865702	68.86374816	1
NaN	-99999	2050	53	730517	0.451359466	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.921	6.588	NaN	41	72.304	68.34063415	64.566	2.502	NaN	NaN	NaN	NaN	NaN	32.39836978	62.58566656	5.015963666	59.78099379	8.014556594	51.7664372	1.525090422	NaN	NaN	161848162	50.46010717	NaN	NaN	NaN	36237803.47	-1.716137468	22.39	2.480028467	125610358.5	77.61	NaN	1991000	2600000	1085000000	2.061131058	113000000	591000000	972000000	3391000000	3982000000	6.291375034	13.08839918	86.53957395	2
NaN	-5614	NaN	3	22897	8.692334558	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.19	8.185	NaN	14.5	77.821	74.95936585	72.234	1.688	NaN	NaN	NaN	NaN	NaN	22.90369605	66.26248975	10.8338142	50.91494506	16.34984474	34.56510032	0.296168093	NaN	NaN	263416	51.07092963	NaN	NaN	NaN	169950.7349	-0.556689874	64.518	1.865832511	93465.26512	35.482	NaN	442000	NaN	630000000	59.12946758	8000000	39000000	622000000	71000000	110000000	10.4918383	54.32602454	NaN	3
NaN	4193	NaN	3	87305	30.14529684	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.022	3.306	NaN	8.1	77.218	74.96741463	72.824	2.929	NaN	NaN	NaN	NaN	NaN	33.31779541	63.72274821	2.95945638	56.92982931	4.644269846	52.28555947	2.664193095	NaN	NaN	289614	47.58160862	NaN	NaN	NaN	90811.36584	0.887118726	31.356	3.486573609	198802.6342	68.644	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.90876602	NaN	3
NaN	-101044	NaN	104750	27660	5.333754994	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.128	11.173	NaN	79.3	58.45	56.72339024	55.079	4.7	NaN	NaN	NaN	NaN	NaN	43.43867146	52.78431267	3.777015874	89.45022668	7.155565135	82.29466155	-0.927644917	NaN	NaN	518584	49.14208691	NaN	NaN	NaN	412082.4039	-1.966489783	79.463	3.196763698	106501.5961	20.537	NaN	5000	NaN	5000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.04933102	NaN	1
NaN	17864	266	25	39039	2.462038916	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.254	8.804	NaN	45.4	60.676	59.19780488	57.79	3.989	NaN	NaN	NaN	NaN	NaN	41.57780122	55.6812814	2.740917373	79.59356804	4.922511306	74.67105673	2.504751718	NaN	NaN	1585637	50.41828615	NaN	NaN	NaN	808976.141	-0.220661441	51.019	5.424824467	776660.859	48.981	NaN	521000	NaN	176000000	7.271036665	14000000	8000000	162000000	145000000	153000000	7.464627866	84.90215727	63.45293957	2
NaN	37392	33856	242	66751	2.005913977	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.977	18.34	14.8	113	48.131	46.10629268	44.178	5.596	NaN	NaN	4.7	21	36.1	42.52161396	53.51163413	3.96675191	86.8752499	7.412877546	79.46237235	2.441245915	NaN	NaN	3327710	50.89034201	NaN	NaN	NaN	2088770.29	2.311966297	62.769	2.659581917	1238939.71	37.231	16.2	26000	NaN	4000000	NaN	NaN	NaN	NaN	NaN	43000000	NaN	30.84033891	116.2665674	0
NaN	642733	152125	4	5047093	17.19388499	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.9099634	NaN	12.6	7.1	74.7	5.8	81.02	77.97756098	75.08	1.639	NaN	NaN	NaN	NaN	NaN	20.38465376	67.63891465	11.97643158	47.84388619	17.70642187	30.13746431	0.828157791	NaN	NaN	29354000	50.50416878	NaN	NaN	NaN	6553280.5	-0.146250724	22.325	1.109983578	22800719.5	77.675	NaN	16932000	18206000	9176000000	4.18038946	1259000000	2398000000	7917000000	10260000000	12658000000	6.297802903	61.06899399	NaN	3
