Emigration rate of tertiary educated (% of total tertiary educated population)	Net migration	Refugee population by country or territory of asylum	Refugee population by country or territory of origin	International migrant stock, total	International migrant stock (% of population)	Prevalence of undernourishment (% of population)	Depth of hunger (kilocalories per person per day)	Consumption of iodized salt (% of households)	Vitamin A supplementation coverage rate (% of children ages 6-59 months)	Adolescent fertility rate (births per 1,000 women ages 15-19)	Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)	Completeness of total death reporting (% of reported total deaths to estimated total deaths)	Mortality rate, adult, female (per 1,000 female adults)	Mortality rate, adult, male (per 1,000 male adul ts)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Contraceptive prevalence (% of women ages 15-49)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Wanted fertility rate (births per woman)	Female headed households (% of households with a female head)	Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Population growth (annual %)	Researchers in R&D (per million people)	Technicians in R&D (per million people)	Population, total	Population, female (% of total)	Completeness of birth registration, rural (%)	Completeness of birth registration, urban (%)	Completeness of birth registration (%)	Rural population	Rural population growth (annual %)	Rural population (% of total population)	Urban population growth (annual %)	Urban population	Urban population (% of total)	Unmet need for contraception (% of married women ages 15-49)	International tourism, number of arrivals	International tourism, number of departures	International tourism, receipts (current US$)	International tourism, receipts (% of total exports)	International tourism, receipts for passenger transport items (current US$)	International tourism, expenditures for passenger transport items (current US$)	International tourism, receipts for travel items (current US$)	International tourism, expenditures for travel items (current US$)	International tourism, expenditures (current US$)	International tourism, expenditures (% of total imports)	Merchandise trade (% of GDP)	Import volume index (2000 = 100)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.323	7.508	NaN	NaN	NaN	75.11278049	NaN	1.687	NaN	NaN	NaN	NaN	NaN	18.701683	71.52025153	9.778065471	39.82053735	13.67174368	26.14879367	0.605671775	NaN	NaN	108141	52.55317181	NaN	NaN	NaN	57453.79933	0.428147366	53.1286	0.807276997	50687.20067	46.8714	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.521408761	NaN	NaN	86165	NaN	NaN	NaN	NaN	10957.60305	5.811223128	12.717	0.911469691	75207.39695	87.283	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.08120937	51.666936	2.251854635	93.54737817	4.358405605	89.18897257	2.720299986	NaN	NaN	35320445	48.26738062	NaN	NaN	NaN	27003469.17	2.281643265	76.4528	4.001459	8316975.825	23.5472	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.21396104	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.838	14.032	NaN	96.4	NaN	51.05931707	NaN	5.313	NaN	NaN	NaN	NaN	NaN	46.25220813	51.26377072	2.484021149	95.06953661	4.845568545	90.22396807	2.772866185	NaN	NaN	19618432	50.46356406	NaN	NaN	NaN	8015581.236	0.921176971	40.8574	4.072390266	11602850.76	59.1426	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.65203473	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.748	6.235	NaN	12.8	NaN	77.04226829	NaN	1.523	NaN	NaN	NaN	NaN	NaN	22.05618368	68.09156878	9.852247537	46.86106047	14.46911521	32.39194526	0.364595549	NaN	NaN	3215988	49.94535115	NaN	NaN	NaN	1499145.67	-1.889316144	46.6154	2.375133763	1716842.33	53.3846	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.60458486	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.755	1.357	NaN	5.6	NaN	76.74253659	NaN	1.721	NaN	NaN	NaN	NaN	NaN	16.83584837	82.7220361	0.442115524	20.886773	0.53445919	20.35231381	4.925276452	NaN	NaN	7890924	30.53173494	NaN	NaN	NaN	1236381.536	3.093843885	15.6684	5.269273712	6654542.464	84.3316	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	136.0185146	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.006	7.705	NaN	12.6	NaN	75.79765854	NaN	2.196	NaN	NaN	NaN	NaN	NaN	24.62466172	64.69096441	10.68437388	54.58109323	16.51602194	38.06507128	0.867702633	NaN	NaN	40764561	51.0822906	NaN	NaN	NaN	3059461.832	-1.056321829	7.5052	1.025457483	37705099.17	92.4948	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.47003442	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.203	8.988	NaN	15.6	NaN	73.91602439	NaN	1.736	NaN	NaN	NaN	NaN	NaN	20.20035888	68.8302862	10.96935492	45.28488187	15.93681434	29.34806753	0.263682127	NaN	NaN	3100236	53.45510682	NaN	NaN	NaN	1112525.889	0.127785299	35.8852	0.33982458	1987710.111	64.1148	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.48470841	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.628008674	NaN	NaN	69543	NaN	NaN	NaN	NaN	4726.281366	-1.640435856	6.7962	1.87056741	64816.71863	93.2038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.011661705	NaN	NaN	89612	NaN	NaN	NaN	NaN	62840.77345	1.022214787	70.1254	0.986894566	26771.22655	29.8746	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.87746014	NaN	2
