Emigration rate of tertiary educated (% of total tertiary educated population)	Net migration	Refugee population by country or territory of asylum	Refugee population by country or territory of origin	International migrant stock, total	International migrant stock (% of population)	Prevalence of undernourishment (% of population)	Depth of hunger (kilocalories per person per day)	Consumption of iodized salt (% of households)	Vitamin A supplementation coverage rate (% of children ages 6-59 months)	Adolescent fertility rate (births per 1,000 women ages 15-19)	Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)	Completeness of total death reporting (% of reported total deaths to estimated total deaths)	Mortality rate, adult, female (per 1,000 female adults)	Mortality rate, adult, male (per 1,000 male adul ts)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Contraceptive prevalence (% of women ages 15-49)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Wanted fertility rate (births per woman)	Female headed households (% of households with a female head)	Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Population growth (annual %)	Researchers in R&D (per million people)	Technicians in R&D (per million people)	Population, total	Population, female (% of total)	Completeness of birth registration, rural (%)	Completeness of birth registration, urban (%)	Completeness of birth registration (%)	Rural population	Rural population growth (annual %)	Rural population (% of total population)	Urban population growth (annual %)	Urban population	Urban population (% of total)	Unmet need for contraception (% of married women ages 15-49)	International tourism, number of arrivals	International tourism, number of departures	International tourism, receipts (current US$)	International tourism, receipts (% of total exports)	International tourism, receipts for passenger transport items (current US$)	International tourism, expenditures for passenger transport items (current US$)	International tourism, receipts for travel items (current US$)	International tourism, expenditures for travel items (current US$)	International tourism, expenditures (current US$)	International tourism, expenditures (% of total imports)	Merchandise trade (% of GDP)	Import volume index (2000 = 100)	Income
NaN	NaN	20919	43	NaN	NaN	5	120	NaN	NaN	15.6934	90.74759437	100	NaN	NaN	13.5	6.6	NaN	4.4	83.7	81.39512195	79.2	1.933	92.9935785	88.1038782	NaN	NaN	NaN	19.20321806	67.65968436	13.13709757	47.79850208	19.41643343	28.38206865	2.001429237	4258.500479	1143.609244	21498500	50.24702266	NaN	NaN	NaN	2429244.506	0.483746848	11.2996	2.196432346	19069255.49	88.7004	NaN	5586000	5808000	27997000000	11.94933216	3241000000	5900000000	24756000000	18448000000	24348000000	10.04825838	36.50487372	200.3647563	3
NaN	NaN	37557	14	NaN	NaN	5	100	NaN	NaN	12.1716	96.30872483	98.86366629	50.1114928	NaN	9.3	9	NaN	3.7	83	80.23414634	77.6	1.41	92.6682517	84.9019677	NaN	NaN	NaN	15.20460552	67.77302954	17.02236494	47.55132046	25.11672424	22.43459622	0.434411324	4141.249509	NaN	8336926	51.27837994	NaN	NaN	NaN	2744015.824	-0.123064518	32.914	0.709062958	5592910.176	67.086	NaN	21935000	9677000	24346000000	10.02183125	2716000000	2561000000	21630000000	11432000000	13993000000	6.283674753	88.26785536	168.3699124	3
NaN	NaN	2061	16319	NaN	NaN	5	140	NaN	90	33.3522	24.06004489	81.08108108	85.8326	NaN	17.8	6.2	NaN	42.8	73.098	70.06785366	67.182	2.3	78.6134343	68.9337838	NaN	NaN	NaN	21.62589767	71.61345861	6.760643727	39.6385567	9.440465324	30.19809138	2.099854033	NaN	NaN	8763400	50.66359736	NaN	NaN	NaN	4119131.009	1.670174993	47.0038	2.482499362	4644268.991	52.9962	NaN	1043000	2162000	382000000	1.18876288	191000000	113000000	191000000	343000000	456000000	3.977029862	78.11480541	382.8166851	2
NaN	NaN	21093	281592	NaN	NaN	62	390	NaN	80	19.0926	NaN	NaN	396.81	NaN	34.274	14.697	NaN	90.2	50.309	48.9757561	47.706	4.597	46.4168296	41.431743	NaN	NaN	NaN	39.08329246	58.06417013	2.852537407	72.22324847	4.912732587	67.31051589	3.010916872	NaN	NaN	7943385	51.01515928	NaN	NaN	NaN	7138307.043	2.729334536	89.8648	5.542900062	805077.9565	10.1352	NaN	NaN	NaN	1600000	1.045945921	300000	7000000	1300000	144000000	151000000	25.41038927	28.39079619	173.7419027	0
NaN	NaN	17026	61	NaN	NaN	5	110	NaN	NaN	13.5768	NaN	NaN	61.63695202	NaN	12	9.8	NaN	3.7	82.3	79.48292683	76.8	1.86	92.2247322	84.5363161	NaN	NaN	NaN	16.85310341	65.86822919	17.2786674	51.81826084	26.23217234	25.5860885	0.789976845	3516.946677	NaN	10709973	51.01814101	NaN	NaN	NaN	279487.4554	-0.459087376	2.6096	0.823661402	10430485.54	97.3904	NaN	7165000	8887000	13106000000	3.114311802	1318000000	1586000000	11788000000	19859000000	21445000000	4.966492609	184.8954185	138.4242221	3
NaN	NaN	6933	318	NaN	NaN	12	210	67.2	52	108.7868	NaN	NaN	283.9176	NaN	40.464	12.286	NaN	72.7	56.727	54.78731707	52.94	5.44	66.7440789	61.3776749	NaN	NaN	NaN	44.04443812	52.9397812	3.015780676	88.8938672	5.696624746	83.19724245	2.956236975	NaN	NaN	8355980	50.79078107	NaN	NaN	NaN	4766585.231	1.821475498	57.044	4.483342337	3589394.769	42.956	NaN	188000	NaN	236400000	14.50113181	400000	38000000	236000000	64000000	102000000	4.25047306	53.44553841	184.5720989	0
NaN	NaN	28389	10098	NaN	NaN	26	290	NaN	97	76.7948	NaN	NaN	143.3088	NaN	21.3	6.213	52.64	42.5	68.507	68.00402439	67.525	2.356	70.33299	65.3109769	NaN	NaN	NaN	32.51447491	63.00368147	4.481843622	58.72088371	7.113621804	51.60726191	1.05136453	NaN	NaN	145478300	49.18218113	NaN	NaN	NaN	106212543	0.434717529	73.0092	2.738682722	39265757	26.9908	NaN	467000	875000	75000000	0.428628845	NaN	551000000	75000000	184000000	735000000	2.920108498	49.31169655	144.9233232	0
NaN	NaN	5129	3040	NaN	NaN	5	210	NaN	NaN	41.4976	87.5491481	96.69723005	87.77829548	NaN	10.2	14.5	NaN	12	76.6	72.96341463	69.5	1.48	86.5556996	71.4629532	NaN	NaN	NaN	13.52273386	69.17410938	17.30315676	44.56275751	25.01392055	19.54883696	-0.475936534	1499.607051	492.4043533	7623395	51.59238446	NaN	NaN	NaN	2166111.455	-2.113057064	28.414	0.181375069	5457283.545	71.586	NaN	5780000	5727000	4852000000	15.93630647	546000000	291000000	4306000000	2311000000	2602000000	6.336073384	114.3665215	275.7937604	2
NaN	NaN	48	80	NaN	NaN	NaN	NaN	NaN	NaN	14.8972	84.66666667	84.27362482	75.5496	NaN	20.403	2.758	NaN	9	75.447	74.75860976	74.103	2.595	87.1626788	81.8568727	NaN	NaN	NaN	21.8526395	75.96454819	2.182812313	31.64035381	2.873461852	28.76689196	12.82037337	NaN	NaN	1052359	38.86538611	NaN	NaN	NaN	120617.1791	12.47372842	11.4616	12.86533572	931741.8209	88.5384	NaN	NaN	NaN	1927000000	9.076186897	761000000	201000000	1166000000	503000000	704000000	4.325299433	128.3666068	164.153071	3
NaN	NaN	7257	74366	NaN	NaN	5	140	NaN	NaN	15.8262	53.40909091	94.43272647	71.2288	NaN	8.774	9.549	NaN	7.3	77.802	75.10631707	72.539	1.168	89.0367695	78.3977345	NaN	NaN	NaN	15.59855788	70.55747195	13.84397017	41.72843391	19.62084212	22.10759179	-0.128952019	NaN	NaN	3774164	51.92555276	NaN	NaN	NaN	2009976.328	-1.053384108	53.2562	0.934793991	1764187.672	46.7438	NaN	322000	NaN	924000000	13.45703904	94000000	56000000	830000000	281000000	337000000	2.595569465	92.80819402	188.7939652	2
NaN	NaN	609	5384	NaN	NaN	5	130	94	NaN	21.8236	69	95.83252804	111.7160454	NaN	11.14	13.83	NaN	5.3	76.5	70.45609756	64.7	1.42	82.6206324	52.860158	NaN	NaN	NaN	14.99104919	71.0597695	13.94918131	40.7266034	19.63020906	21.09639434	-1.036063971	NaN	NaN	9602000	53.43335031	NaN	NaN	NaN	2524308.188	-2.741522894	26.2894	-0.420694163	7077691.812	73.7106	NaN	92000	380000	585000000	1.578406322	222000000	144000000	363000000	716000000	860000000	2.063785366	118.4133895	213.3008631	2
NaN	NaN	277	20	NaN	NaN	5	170	NaN	NaN	77.13	NaN	NaN	107.6916	NaN	25.084	3.868	NaN	16.3	76.847	75.3775122	73.978	2.905	85.2668293	80.2446176	NaN	NaN	NaN	36.47856541	59.56970418	3.951730407	67.87056672	6.633792229	61.23677449	3.346271811	NaN	NaN	322100	50.68173615	NaN	NaN	NaN	175537.4138	3.842198365	54.4978	2.755521358	146562.5862	45.5022	NaN	245000	NaN	278000000	32.08065685	NaN	3000000	278000000	41000000	44000000	4.593791382	84.13054639	90.50604186	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.482	7.404	NaN	NaN	81.784	79.00380488	76.356	1.7592	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3125	NaN	NaN	64200	NaN	NaN	NaN	NaN	0	NaN	0	0.312012734	64200	100	NaN	264000	192000	431000000	NaN	NaN	152000000	431000000	307000000	459000000	NaN	19.37829709	107.0657922	3
NaN	NaN	664	454	NaN	NaN	27	240	88.7	45	77.5032	NaN	NaN	173.0368	NaN	27.229	7.437	60.6	43.8	67.88	65.65809756	63.542	3.475	71.3438978	63.3578334	NaN	22.9	17.9	36.97498396	58.46251191	4.562504133	71.04978342	7.804153437	63.24562998	1.624281601	NaN	NaN	9618466	50.17675372	NaN	NaN	NaN	3316928	0.350709382	34.485	2.301222343	6301538	65.515	20.2	594000	589000	302000000	4.298196462	27000000	100000000	275000000	281000000	381000000	6.590275969	69.61234795	187.4136248	1
NaN	NaN	3852	1404	NaN	NaN	6	220	NaN	NaN	75.6712	48.39163792	86.66575127	119.0612	NaN	16.265	6.393	NaN	17.5	76.119	72.42709756	68.911	1.895	80.3568192	67.0307859	NaN	NaN	NaN	26.31889621	66.99930592	6.681797872	49.25527754	9.972935958	39.28234158	0.915284629	695.7489186	559.7482933	191543237	50.7482864	NaN	NaN	91	31155273.67	-0.913525745	16.2654	1.274442514	160387963.3	83.7346	NaN	5050000	5181000	6109000000	2.674775854	324000000	2307000000	5785000000	10962000000	13269000000	6.02459705	23.01039809	181.6857965	2
NaN	NaN	NaN	34	NaN	NaN	5	140	NaN	NaN	42.243	NaN	NaN	60.8746	NaN	10.819	8.774	NaN	16.9	79.588	76.26436585	73.099	1.529	89.416968	81.8681719	NaN	NaN	NaN	18.23682857	70.44786538	11.31530605	41.94894261	16.06195729	25.88698532	0.206694471	NaN	NaN	272180	50.36299508	NaN	NaN	NaN	155670.0848	-0.735459389	57.1938	1.47953083	116509.9152	42.8062	NaN	568000	NaN	1244000000	53.80515661	7000000	74000000	1237000000	205000000	279000000	10.86218793	65.60876665	95.90434302	3
NaN	NaN	NaN	1	NaN	NaN	5	130	NaN	NaN	24.6012	100	97.84753363	94.268	NaN	19.899	3.159	NaN	6.1	80.065	77.66229268	75.374	2.092	88.7850687	85.7668756	NaN	NaN	NaN	26.9187978	69.68317676	3.398025444	43.50666065	4.876392842	38.63026781	1.884580735	NaN	NaN	384695	49.40862088	NaN	NaN	NaN	97076.24447	0.250270998	25.2346	2.442272554	287618.7555	74.7654	NaN	226000	NaN	242000000	2.092529591	NaN	NaN	242000000	459000000	459000000	10.77418454	89.56343549	158.5842398	3
NaN	NaN	NaN	104965	NaN	NaN	NaN	NaN	NaN	NaN	49.103	NaN	NaN	167.8362	NaN	21.345	7.076	NaN	47.5	68.049	66.15131707	64.344	2.565	71.7837084	65.0404029	NaN	NaN	NaN	30.85336329	64.48986692	4.656769789	55.06312043	7.220932546	47.84218788	1.839262637	NaN	NaN	701363	47.10493523	NaN	NaN	NaN	468077.0417	0.69862364	66.7382	4.167905831	233285.9583	33.2618	NaN	28000	NaN	46000000	NaN	10000000	1000000	36000000	65000000	66000000	NaN	84.66831014	176.8189412	1
NaN	NaN	3019	26	NaN	NaN	25	240	NaN	NaN	50.4628	NaN	NaN	549.8758	NaN	24.047	13.024	NaN	24.3	51.921	52.66368293	53.371	2.857	43.5818562	41.5756943	NaN	NaN	NaN	33.38065224	62.81168455	3.807663208	59.20604696	6.062030075	53.14401689	1.405456219	NaN	NaN	1954822	49.70373246	NaN	NaN	NaN	791425.3253	-0.384978743	40.4858	2.642020662	1163396.675	59.5142	NaN	2101000	NaN	555000000	9.78506502	2000000	2000000	553000000	238000000	240000000	4.662050049	75.59085223	158.7986808	2
NaN	NaN	7429	125106	NaN	NaN	40	300	NaN	68	105.024	NaN	NaN	463.31	NaN	35.548	17.423	NaN	109.9	47.644	46.1632439	44.753	4.81	40.4648504	35.3897733	NaN	NaN	NaN	40.92232518	55.09746074	3.980214079	81.49656747	7.223951932	74.27261553	1.834124706	NaN	NaN	4237961	50.76280751	NaN	NaN	NaN	2604811.873	1.579989182	61.4638	2.240802681	1633149.127	38.5362	NaN	31000	NaN	11800000	NaN	2800000	7000000	9000000	49000000	56000000	NaN	22.69307432	156.2479104	0
NaN	NaN	173651	101	NaN	NaN	5	110	NaN	NaN	13.4138	NaN	97.91659894	NaN	NaN	11.25	7.25	NaN	5.1	83.28	80.96487805	78.76	1.68	91.6680016	86.4020126	NaN	NaN	NaN	16.80711033	69.58997243	13.60291724	43.69886423	19.54723757	24.15162666	1.175475786	NaN	NaN	33319098	50.44577894	NaN	NaN	NaN	6536807.198	0.736048774	19.6188	1.283021416	26782290.8	80.3812	NaN	17142000	27034000	18228000000	3.439179071	2560000000	6698000000	15668000000	27210000000	33908000000	6.692730417	58.26140185	127.7685676	3
NaN	NaN	46132	32	NaN	NaN	5	120	NaN	NaN	4.4522	100	99.18202728	42.9198782	NaN	10	8	NaN	4.1	84.4	81.99268293	79.7	1.48	93.2898684	87.9654799	NaN	NaN	NaN	15.59756447	68.15675735	16.24567819	46.72059513	23.83575572	22.88483941	1.270618074	3319.82342	2873.62469	7647675	50.93432004	NaN	NaN	NaN	2021617	1.133768983	26.4344	1.319837967	5626058	73.5656	NaN	8608000	11147000	17566000000	5.515917068	3109000000	2434000000	14457000000	10913000000	13347000000	5.07393898	76.37536701	133.8132578	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.605	NaN	NaN	47.7738	NaN	9.25	9.134	NaN	NaN	81.705	79.49846341	77.397	1.431	92.4199243	86.1380068	NaN	NaN	NaN	15.31393164	68.90544148	15.78062687	45.12641941	22.90185874	22.22456067	0.671973533	NaN	NaN	151705	51.06423651	NaN	NaN	NaN	104816.9288	0.546423875	69.0926	0.953207519	46888.07117	30.9074	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	1613	994	NaN	NaN	5	140	NaN	NaN	57.7972	100	100	58.8216	NaN	14.605	5.362	NaN	7.8	81.788	78.64721951	75.656	1.889	89.8169764	80.4469071	NaN	NaN	NaN	23.1053614	68.12656369	8.768074907	46.78562162	12.87027326	33.91534836	0.971258603	354.7954514	293.1721434	16795593	50.54642614	NaN	NaN	99	1945870.223	-1.280169971	11.5856	1.270072293	14849722.78	88.4144	NaN	2699000	3061000	2537000000	3.291287257	863000000	392000000	1674000000	1397000000	1789000000	2.573457519	71.41628013	245.029897	2
NaN	NaN	300967	195259	NaN	NaN	10	250	94.8	NaN	8.563	NaN	NaN	91.396	NaN	12.14	7.06	NaN	16.1	74.564	72.83534146	71.189	1.629	82.6681659	75.5818422	NaN	NaN	NaN	20.27357553	71.82518757	7.9012369	39.22692496	11.00064917	28.22627579	0.512386932	1198.862714	NaN	1324655000	48.09838309	NaN	NaN	NaN	708102278.2	-1.964922625	53.4556	3.435383537	616552721.8	46.5444	NaN	53049000	45844000	44130000000	2.790012774	3287000000	4830000000	40843000000	36157000000	40987000000	3.324592742	56.68637559	332.0914579	2
NaN	NaN	81037	13870	NaN	NaN	22	230	NaN	NaN	125.245	NaN	NaN	390.6518	NaN	37.007	14.831	NaN	81.8	51.131	50.16090244	49.237	4.631	44.5409636	42.2557126	NaN	NaN	NaN	40.9346547	55.56009565	3.505249649	79.98529129	6.308933791	73.6763575	2.203102945	NaN	NaN	18758778	50.11030036	NaN	NaN	NaN	9318685.594	1.01405875	49.6764	3.390887392	9440092.406	50.3236	NaN	298000	NaN	167000000	2.264817394	11000000	153000000	156000000	410000000	563000000	6.957237609	46.03659634	184.8489934	1
NaN	NaN	170	373532	NaN	NaN	9	210	NaN	NaN	73.0688	51.95787514	71.27663028	92.4752	NaN	20.392	5.477	NaN	16.7	76.771	72.98434146	69.378	2.43	83.6995292	71.2393597	NaN	NaN	NaN	29.52590913	65.11709018	5.357000693	53.56951566	8.226720018	45.34279564	1.462579403	157.2464622	NaN	45005782	50.78122075	NaN	NaN	NaN	11501497.62	0.342701554	25.5556	1.849925867	33504284.38	74.4444	NaN	2168000	2042000	2499000000	5.856409763	655000000	598000000	1844000000	1739000000	2337000000	5.219701902	31.60825177	250.8353266	2
NaN	NaN	NaN	378	NaN	NaN	47	300	NaN	20	56.6344	NaN	NaN	243.887	NaN	38.732	9.304	NaN	62.2	61.24	59.86117073	58.548	5.051	71.0027536	62.0543733	NaN	NaN	NaN	42.34323286	54.89077337	2.765993771	82.17998008	5.039086901	77.14089318	2.679939047	NaN	NaN	697034	49.68043303	NaN	NaN	NaN	502338.4631	2.653578532	72.068	2.747984533	194695.5369	27.932	NaN	NaN	NaN	39000000	NaN	NaN	NaN	NaN	NaN	17000000	NaN	34.89767307	241.2824746	0
NaN	NaN	NaN	30	NaN	NaN	11	190	74.8	NaN	79.091	NaN	NaN	77.0028	NaN	21.65	5.242	NaN	21.1	77.36	73.33619512	69.504	2.561	81.603443	71.1852677	NaN	NaN	NaN	33.77153386	60.27531331	5.953152828	65.90540058	9.876602046	56.02879853	0.896136847	NaN	NaN	487371	50.7064419	NaN	NaN	NaN	194093.5513	-1.163629306	39.8246	2.283016726	293277.4487	60.1754	NaN	285000	NaN	432000000	60.26061309	80000000	10000000	352000000	133000000	143000000	12.02234053	54.89339233	220.2411343	1
NaN	NaN	18136	354	NaN	NaN	5	150	NaN	NaN	64.8952	92.33983287	NaN	59.1992	NaN	16.232	4.111	80	8.9	81.434	78.94626829	76.577	1.91	89.6994041	82.3023201	NaN	NaN	NaN	26.0034329	67.74172148	6.254845619	47.61951396	9.233372702	38.38614126	1.549180305	257.4011681	NaN	4522124	49.21685066	NaN	NaN	NaN	1664412.959	0.21057339	36.806	2.337161378	2857711.041	63.194	NaN	2089000	519000	2533000000	18.57217129	250000000	125000000	2283000000	593000000	718000000	4.364451198	83.38695482	201.4913599	2
NaN	NaN	525	7938	NaN	NaN	5	120	NaN	NaN	44.9588	98.30220713	100	71.979	NaN	10.397	7.097	NaN	4.9	80.567	78.54741463	76.624	1.499	88.767922	82.691563	NaN	NaN	NaN	18.14323615	70.10105882	11.75570503	42.65119769	16.76965402	25.88154367	-0.015814983	NaN	NaN	11266905	49.7004856	NaN	NaN	NaN	2775151.371	0.297288861	24.631	-0.117926851	8491753.629	75.369	NaN	2316000	202000	2535000000	NaN	277000000	NaN	2258000000	NaN	NaN	NaN	31.79068088	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.120276506	NaN	NaN	55295	NaN	NaN	NaN	NaN	0	NaN	0	1.120276506	55295	100	NaN	303000	NaN	539000000	NaN	NaN	NaN	NaN	NaN	121000000	NaN	NaN	NaN	3
NaN	NaN	1465	10	NaN	NaN	5	120	NaN	NaN	6.3324	55.17241379	71.11171961	40.6116	NaN	11.763	6.793	NaN	3.2	81.207	79.02146341	76.94	1.493	92.774034	87.1083587	NaN	NaN	NaN	18.56090994	70.27112349	11.16796657	42.30596443	15.89268254	26.41328189	1.305982783	748.3744212	216.341489	1077001	49.11457753	NaN	NaN	NaN	323485.8664	0.730331762	30.0358	1.554131456	753515.1336	69.9642	NaN	2404000	1030000	3175000000	27.90028966	407000000	302000000	2768000000	1547000000	1849000000	12.96333236	48.48353815	179.6637792	3
