Emigration rate of tertiary educated (% of total tertiary educated population)	Net migration	Refugee population by country or territory of asylum	Refugee population by country or territory of origin	International migrant stock, total	International migrant stock (% of population)	Prevalence of undernourishment (% of population)	Depth of hunger (kilocalories per person per day)	Consumption of iodized salt (% of households)	Vitamin A supplementation coverage rate (% of children ages 6-59 months)	Adolescent fertility rate (births per 1,000 women ages 15-19)	Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)	Completeness of total death reporting (% of reported total deaths to estimated total deaths)	Mortality rate, adult, female (per 1,000 female adults)	Mortality rate, adult, male (per 1,000 male adul ts)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Contraceptive prevalence (% of women ages 15-49)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Wanted fertility rate (births per woman)	Female headed households (% of households with a female head)	Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Population growth (annual %)	Researchers in R&D (per million people)	Technicians in R&D (per million people)	Population, total	Population, female (% of total)	Completeness of birth registration, rural (%)	Completeness of birth registration, urban (%)	Completeness of birth registration (%)	Rural population	Rural population growth (annual %)	Rural population (% of total population)	Urban population growth (annual %)	Urban population	Urban population (% of total)	Unmet need for contraception (% of married women ages 15-49)	International tourism, number of arrivals	International tourism, number of departures	International tourism, receipts (current US$)	International tourism, receipts (% of total exports)	International tourism, receipts for passenger transport items (current US$)	International tourism, expenditures for passenger transport items (current US$)	International tourism, receipts for travel items (current US$)	International tourism, expenditures for travel items (current US$)	International tourism, expenditures (current US$)	International tourism, expenditures (% of total imports)	Merchandise trade (% of GDP)	Import volume index (2000 = 100)	Income
NaN	-1921	NaN	NaN	9860	15.64334444	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.726	6.793	NaN	NaN	75.556	73.09797561	70.757	2.332	NaN	NaN	NaN	NaN	NaN	24.52641599	68.14850071	7.325083294	46.73837128	10.74870792	35.98966336	0.313039036	NaN	NaN	63030	51.24702523	NaN	NaN	NaN	31266.0315	0.344089113	49.605	0.282485117	31763.9685	50.395	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	32306	68.13599359	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.677548312	NaN	NaN	47414	NaN	NaN	NaN	NaN	2295.31174	-8.355199568	4.841	4.330163452	45118.68826	95.159	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	-3418302	NaN	NaN	56118	0.327014365	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.97	23.364	NaN	152.8	40.599	40.77058537	40.934	7.85	NaN	NaN	NaN	NaN	NaN	46.07579769	51.64250459	2.281697722	93.63894297	4.418255351	89.22068761	2.317679241	NaN	NaN	17160714	48.11549705	NaN	NaN	NaN	14257636.01	1.992696884	83.083	3.77046131	2903077.987	16.917	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	234149	NaN	NaN	108854	1.200741885	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.879	23.869	NaN	156.8	42.53	40.78034146	39.114	7.208	NaN	NaN	NaN	NaN	NaN	46.95931703	50.38347319	2.657209779	98.47778183	5.273971028	93.2038108	3.124908721	NaN	NaN	9065562	50.74037329	NaN	NaN	NaN	6315251.8	1.405684979	69.662	7.18815684	2750310.2	30.338	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.58393597	86.96784108	2
NaN	-4772	NaN	NaN	62793	2.123257332	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.138	5.776	NaN	41.4	74.187	71.39758537	68.741	3.816	NaN	NaN	NaN	NaN	NaN	34.50640599	60.23639087	5.257203142	66.01260227	8.727619743	57.28498253	2.270327597	NaN	NaN	2957390	48.43686494	NaN	NaN	NaN	1919848.866	1.864172303	64.917	3.026248783	1037541.134	35.083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	174444	NaN	NaN	1007837	74.70993328	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.975	3.372	NaN	24.9	72.162	70.59417073	69.101	5.065	NaN	NaN	NaN	NaN	NaN	32.06797628	66.58139362	1.350630096	50.19211007	2.028539841	48.16357023	5.327723605	NaN	NaN	1349000	35.15492958	NaN	NaN	NaN	272444.04	6.228980116	20.196	5.1009247	1076555.96	79.804	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.45542554	NaN	3
NaN	80000	NaN	NaN	1780443	5.86554959	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.52	8.402	NaN	29.3	74.156	70.5865122	67.187	3.093	NaN	NaN	NaN	NaN	NaN	30.94226046	60.59332403	8.464415515	65.03468262	13.96922128	51.06546134	1.508632617	NaN	NaN	30354240	50.81070058	NaN	NaN	NaN	4541601.389	-1.326090799	14.962	2.015808063	25812638.61	85.038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.80961322	17.75009144	2
NaN	-46585	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.471	6.052	NaN	48.7	72.196	69.50441463	66.941	2.481	NaN	NaN	NaN	NaN	NaN	30.15018506	64.44439253	5.405422403	55.17253878	8.387731174	46.78480761	1.556121994	NaN	NaN	3339147	51.10137409	NaN	NaN	NaN	1098913.278	0.926084168	32.91	1.866634888	2240233.722	67.09	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	17073	43.49476473	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.020864144	NaN	NaN	39253	NaN	NaN	NaN	NaN	8729.08214	0.980933323	22.238	4.907476306	30523.91786	77.762	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	10474	15.96305666	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.8	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.64308575	NaN	NaN	65614	NaN	NaN	NaN	NaN	42635.32106	-1.767048958	64.979	-1.412672877	22978.67894	35.021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.65555918	NaN	2
